"ID","Year","Park","Team","Name","Franchise_Name","Games","Wins","Losses","Attendance"
1002,1938,"Baker Bowl/Shibe Park","PHI","Philadelphia Phillies","Philadelphia Phillies",151,45,105,166111
1003,1938,"Forbes Field","PIT","Pittsburgh Pirates","Pittsburgh Pirates",152,86,64,641033
1004,1938,"Sportsman's Park IV","SLA","St. Louis Browns","Baltimore Orioles",156,55,97,130417
1005,1938,"Sportsman's Park IV","SLN","St. Louis Cardinals","St. Louis Cardinals",156,71,80,291418
1006,1938,"Griffith Stadium I","WS1","Washington Senators","Minnesota Twins",152,75,76,522694
1007,1939,"Fenway Park II","BOS","Boston Red Sox","Boston Red Sox",152,89,62,573070
1008,1939,"Ebbets Field","BRO","Brooklyn Dodgers","Los Angeles Dodgers",157,84,69,955668
1009,1939,"Braves Field","BSN","Boston Bees","Atlanta Braves",152,63,88,285994
1010,1939,"Comiskey Park","CHA","Chicago White Sox","Chicago White Sox",155,85,69,594104
1011,1939,"Wrigley Field","CHN","Chicago Cubs","Chicago Cubs",156,84,70,726663
1012,1939,"Crosley Field","CIN","Cincinnati Reds","Cincinnati Reds",156,97,57,981443
1013,1939,"League Park II/Cleveland Stadium","CLE","Cleveland Indians","Cleveland Indians",154,87,67,563926
1014,1939,"Briggs Stadium","DET","Detroit Tigers","Detroit Tigers",155,81,73,836279
1015,1939,"Polo Grounds IV","NY1","New York Giants","San Francisco Giants",151,77,74,702457
1016,1939,"Yankee Stadium I","NYA","New York Yankees","New York Yankees",152,106,45,859785
1017,1939,"Shibe Park","PHA","Philadelphia Athletics","Oakland Athletics",153,55,97,395022
1018,1939,"Shibe Park","PHI","Philadelphia Phillies","Philadelphia Phillies",152,45,106,277973
1019,1939,"Forbes Field","PIT","Pittsburgh Pirates","Pittsburgh Pirates",153,68,85,376734
1020,1939,"Sportsman's Park IV","SLA","St. Louis Browns","Baltimore Orioles",156,43,111,109159
1021,1939,"Sportsman's Park IV","SLN","St. Louis Cardinals","St. Louis Cardinals",155,92,61,400245
1022,1939,"Griffith Stadium I","WS1","Washington Senators","Minnesota Twins",153,65,87,339257
1023,1940,"Fenway Park II","BOS","Boston Red Sox","Boston Red Sox",154,82,72,716234
1024,1940,"Ebbets Field","BRO","Brooklyn Dodgers","Los Angeles Dodgers",156,88,65,975978
1025,1940,"Braves Field","BSN","Boston Bees","Atlanta Braves",152,65,87,241616
1026,1940,"Comiskey Park","CHA","Chicago White Sox","Chicago White Sox",155,82,72,660336
1027,1940,"Wrigley Field","CHN","Chicago Cubs","Chicago Cubs",154,75,79,534878
1028,1940,"Crosley Field","CIN","Cincinnati Reds","Cincinnati Reds",155,100,53,850180
1029,1940,"League Park II/Cleveland Stadium","CLE","Cleveland Indians","Cleveland Indians",155,89,65,902576
1030,1940,"Briggs Stadium","DET","Detroit Tigers","Detroit Tigers",155,90,64,1112693
1031,1940,"Polo Grounds IV","NY1","New York Giants","San Francisco Giants",152,72,80,747852
1032,1940,"Yankee Stadium I","NYA","New York Yankees","New York Yankees",155,88,66,988975
1033,1940,"Shibe Park","PHA","Philadelphia Athletics","Oakland Athletics",154,54,100,432145
1034,1940,"Shibe Park","PHI","Philadelphia Phillies","Philadelphia Phillies",153,50,103,207177
1035,1940,"Forbes Field","PIT","Pittsburgh Pirates","Pittsburgh Pirates",156,78,76,507934
1036,1940,"Sportsman's Park IV","SLA","St. Louis Browns","Baltimore Orioles",156,67,87,239591
1037,1940,"Sportsman's Park IV","SLN","St. Louis Cardinals","St. Louis Cardinals",156,84,69,324078
1038,1940,"Griffith Stadium I","WS1","Washington Senators","Minnesota Twins",154,64,90,381241
1039,1941,"Fenway Park II","BOS","Boston Red Sox","Boston Red Sox",155,84,70,718497
1040,1941,"Ebbets Field","BRO","Brooklyn Dodgers","Los Angeles Dodgers",157,100,54,1214910
1041,1941,"Braves Field","BSN","Boston Braves","Atlanta Braves",156,62,92,263680
1042,1941,"Comiskey Park","CHA","Chicago White Sox","Chicago White Sox",156,77,77,677077
1043,1941,"Wrigley Field","CHN","Chicago Cubs","Chicago Cubs",155,70,84,545159
1044,1941,"Crosley Field","CIN","Cincinnati Reds","Cincinnati Reds",154,88,66,643513
1045,1941,"League Park II/Cleveland Stadium","CLE","Cleveland Indians","Cleveland Indians",155,75,79,745948
1046,1941,"Briggs Stadium","DET","Detroit Tigers","Detroit Tigers",155,75,79,684915
1047,1941,"Polo Grounds IV","NY1","New York Giants","San Francisco Giants",156,74,79,763098
1048,1941,"Yankee Stadium I","NYA","New York Yankees","New York Yankees",156,101,53,964722
1049,1941,"Shibe Park","PHA","Philadelphia Athletics","Oakland Athletics",154,64,90,528894
1050,1941,"Shibe Park","PHI","Philadelphia Phillies","Philadelphia Phillies",155,43,111,231401
1051,1941,"Forbes Field","PIT","Pittsburgh Pirates","Pittsburgh Pirates",156,81,73,482241
1052,1941,"Sportsman's Park IV","SLA","St. Louis Browns","Baltimore Orioles",157,70,84,176240
1053,1941,"Sportsman's Park IV","SLN","St. Louis Cardinals","St. Louis Cardinals",155,97,56,633645
1054,1941,"Griffith Stadium I","WS1","Washington Senators","Minnesota Twins",156,70,84,415663
1055,1942,"Fenway Park II","BOS","Boston Red Sox","Boston Red Sox",152,93,59,730340
1056,1942,"Ebbets Field","BRO","Brooklyn Dodgers","Los Angeles Dodgers",155,104,50,1037765
1057,1942,"Braves Field","BSN","Boston Braves","Atlanta Braves",150,59,89,285332
1058,1942,"Comiskey Park","CHA","Chicago White Sox","Chicago White Sox",148,66,82,425734
1059,1942,"Wrigley Field","CHN","Chicago Cubs","Chicago Cubs",155,68,86,590972
1060,1942,"Crosley Field","CIN","Cincinnati Reds","Cincinnati Reds",154,76,76,427031
1061,1942,"League Park II/Cleveland Stadium","CLE","Cleveland Indians","Cleveland Indians",156,75,79,459447
1062,1942,"Briggs Stadium","DET","Detroit Tigers","Detroit Tigers",156,73,81,580087
1063,1942,"Polo Grounds IV","NY1","New York Giants","San Francisco Giants",154,85,67,779621
1064,1942,"Yankee Stadium I","NYA","New York Yankees","New York Yankees",154,103,51,922011
1065,1942,"Shibe Park","PHA","Philadelphia Athletics","Oakland Athletics",154,55,99,423487
1066,1942,"Shibe Park","PHI","Philadelphia Phillies","Philadelphia Phillies",151,42,109,230183
1067,1942,"Forbes Field","PIT","Pittsburgh Pirates","Pittsburgh Pirates",151,66,81,448897
1068,1942,"Sportsman's Park IV","SLA","St. Louis Browns","Baltimore Orioles",151,82,69,255617
1069,1942,"Sportsman's Park IV","SLN","St. Louis Cardinals","St. Louis Cardinals",156,106,48,553552
1070,1942,"Griffith Stadium I","WS1","Washington Senators","Minnesota Twins",151,62,89,403493
1071,1943,"Fenway Park II","BOS","Boston Red Sox","Boston Red Sox",155,68,84,358275
1072,1943,"Ebbets Field","BRO","Brooklyn Dodgers","Los Angeles Dodgers",153,81,72,661739
1073,1943,"Braves Field","BSN","Boston Braves","Atlanta Braves",153,68,85,271289
1074,1943,"Comiskey Park","CHA","Chicago White Sox","Chicago White Sox",155,82,72,508962
1075,1943,"Wrigley Field","CHN","Chicago Cubs","Chicago Cubs",154,74,79,508247
1076,1943,"Crosley Field","CIN","Cincinnati Reds","Cincinnati Reds",155,87,67,379122
1077,1943,"League Park II/Cleveland Stadium","CLE","Cleveland Indians","Cleveland Indians",153,82,71,438894
1078,1943,"Briggs Stadium","DET","Detroit Tigers","Detroit Tigers",155,78,76,606287
1079,1943,"Polo Grounds IV","NY1","New York Giants","San Francisco Giants",156,55,98,466095
1080,1943,"Yankee Stadium I","NYA","New York Yankees","New York Yankees",155,98,56,618330
1081,1943,"Shibe Park","PHA","Philadelphia Athletics","Oakland Athletics",155,49,105,376735
1082,1943,"Shibe Park","PHI","Philadelphia Blue Jays","Philadelphia Phillies",157,64,90,466975
1083,1943,"Forbes Field","PIT","Pittsburgh Pirates","Pittsburgh Pirates",157,80,74,498740
1084,1943,"Sportsman's Park IV","SLA","St. Louis Browns","Baltimore Orioles",153,72,80,214392
1085,1943,"Sportsman's Park IV","SLN","St. Louis Cardinals","St. Louis Cardinals",157,105,49,517135
1086,1943,"Griffith Stadium I","WS1","Washington Senators","Minnesota Twins",153,84,69,574694
1087,1944,"Fenway Park II","BOS","Boston Red Sox","Boston Red Sox",156,77,77,506975
1088,1944,"Ebbets Field","BRO","Brooklyn Dodgers","Los Angeles Dodgers",155,63,91,605905
1089,1944,"Braves Field","BSN","Boston Braves","Atlanta Braves",155,65,89,208691
1090,1944,"Comiskey Park","CHA","Chicago White Sox","Chicago White Sox",154,71,83,563539
1091,1944,"Wrigley Field","CHN","Chicago Cubs","Chicago Cubs",157,75,79,640110
1092,1944,"Crosley Field","CIN","Cincinnati Reds","Cincinnati Reds",155,89,65,409567
1093,1944,"League Park II/Cleveland Stadium","CLE","Cleveland Indians","Cleveland Indians",155,72,82,475272
1094,1944,"Briggs Stadium","DET","Detroit Tigers","Detroit Tigers",156,88,66,923176
1095,1944,"Polo Grounds IV","NY1","New York Giants","San Francisco Giants",155,67,87,674483
1096,1944,"Yankee Stadium I","NYA","New York Yankees","New York Yankees",154,83,71,789995
1097,1944,"Shibe Park","PHA","Philadelphia Athletics","Oakland Athletics",155,72,82,505322
1098,1944,"Shibe Park","PHI","Philadelphia Blue Jays","Philadelphia Phillies",154,61,92,369586
1099,1944,"Forbes Field","PIT","Pittsburgh Pirates","Pittsburgh Pirates",158,90,63,604278
1100,1944,"Sportsman's Park IV","SLA","St. Louis Browns","Baltimore Orioles",154,89,65,508644
1101,1944,"Sportsman's Park IV","SLN","St. Louis Cardinals","St. Louis Cardinals",157,105,49,461968
1102,1944,"Griffith Stadium I","WS1","Washington Senators","Minnesota Twins",154,64,90,525235
1103,1945,"Fenway Park II","BOS","Boston Red Sox","Boston Red Sox",157,71,83,603794
1104,1945,"Ebbets Field","BRO","Brooklyn Dodgers","Los Angeles Dodgers",155,87,67,1059220
1105,1945,"Braves Field","BSN","Boston Braves","Atlanta Braves",154,67,85,374178
1106,1945,"Comiskey Park","CHA","Chicago White Sox","Chicago White Sox",150,71,78,657981
1107,1945,"Wrigley Field","CHN","Chicago Cubs","Chicago Cubs",155,98,56,1036386
1108,1945,"Crosley Field","CIN","Cincinnati Reds","Cincinnati Reds",154,61,93,290070
1109,1945,"League Park II/Cleveland Stadium","CLE","Cleveland Indians","Cleveland Indians",147,73,72,558182
1110,1945,"Briggs Stadium","DET","Detroit Tigers","Detroit Tigers",155,88,65,1280341
1111,1945,"Polo Grounds IV","NY1","New York Giants","San Francisco Giants",154,78,74,1016468
1112,1945,"Yankee Stadium I","NYA","New York Yankees","New York Yankees",152,81,71,881845
1113,1945,"Shibe Park","PHA","Philadelphia Athletics","Oakland Athletics",153,52,98,462631
1114,1945,"Shibe Park","PHI","Philadelphia Phillies","Philadelphia Phillies",154,46,108,285057
1115,1945,"Forbes Field","PIT","Pittsburgh Pirates","Pittsburgh Pirates",155,82,72,604694
1116,1945,"Sportsman's Park IV","SLA","St. Louis Browns","Baltimore Orioles",154,81,70,482986
1117,1945,"Sportsman's Park IV","SLN","St. Louis Cardinals","St. Louis Cardinals",155,95,59,594630
1118,1945,"Griffith Stadium I","WS1","Washington Senators","Minnesota Twins",156,87,67,652660
1119,1946,"Fenway Park II","BOS","Boston Red Sox","Boston Red Sox",156,104,50,1416944
1120,1946,"Ebbets Field","BRO","Brooklyn Dodgers","Los Angeles Dodgers",157,96,60,1796824
1121,1946,"Braves Field","BSN","Boston Braves","Atlanta Braves",154,81,72,969673
1122,1946,"Comiskey Park","CHA","Chicago White Sox","Chicago White Sox",155,74,80,983403
1123,1946,"Wrigley Field","CHN","Chicago Cubs","Chicago Cubs",155,82,71,1342970
1124,1946,"Crosley Field","CIN","Cincinnati Reds","Cincinnati Reds",156,67,87,715751
1125,1946,"League Park II/Cleveland Stadium","CLE","Cleveland Indians","Cleveland Indians",156,68,86,1057289
1126,1946,"Briggs Stadium","DET","Detroit Tigers","Detroit Tigers",155,92,62,1722590
1127,1946,"Polo Grounds IV","NY1","New York Giants","San Francisco Giants",154,61,93,1219873
1128,1946,"Yankee Stadium I","NYA","New York Yankees","New York Yankees",154,87,67,2265512
1129,1946,"Shibe Park","PHA","Philadelphia Athletics","Oakland Athletics",155,49,105,621793
1130,1946,"Shibe Park","PHI","Philadelphia Phillies","Philadelphia Phillies",155,69,85,1045247
1131,1946,"Forbes Field","PIT","Pittsburgh Pirates","Pittsburgh Pirates",155,63,91,749962
1132,1946,"Sportsman's Park IV","SLA","St. Louis Browns","Baltimore Orioles",156,66,88,526435
1133,1946,"Sportsman's Park IV","SLN","St. Louis Cardinals","St. Louis Cardinals",156,98,58,1061807
1134,1946,"Griffith Stadium I","WS1","Washington Senators","Minnesota Twins",155,76,78,1027216
1135,1947,"Fenway Park II","BOS","Boston Red Sox","Boston Red Sox",157,83,71,1427315
1136,1947,"Ebbets Field","BRO","Brooklyn Dodgers","Los Angeles Dodgers",155,94,60,1807526
1137,1947,"Braves Field","BSN","Boston Braves","Atlanta Braves",154,86,68,1277361
1138,1947,"Comiskey Park","CHA","Chicago White Sox","Chicago White Sox",155,70,84,876948
1139,1947,"Wrigley Field","CHN","Chicago Cubs","Chicago Cubs",155,69,85,1364039
1140,1947,"Crosley Field","CIN","Cincinnati Reds","Cincinnati Reds",154,73,81,899975
1141,1947,"Cleveland Stadium","CLE","Cleveland Indians","Cleveland Indians",157,80,74,1521978
1142,1947,"Briggs Stadium","DET","Detroit Tigers","Detroit Tigers",158,85,69,1398093
1143,1947,"Polo Grounds IV","NY1","New York Giants","San Francisco Giants",155,81,73,1600793
1144,1947,"Yankee Stadium I","NYA","New York Yankees","New York Yankees",155,97,57,2178937
1145,1947,"Shibe Park","PHA","Philadelphia Athletics","Oakland Athletics",156,78,76,911566
1146,1947,"Shibe Park","PHI","Philadelphia Phillies","Philadelphia Phillies",155,62,92,907332
1147,1947,"Forbes Field","PIT","Pittsburgh Pirates","Pittsburgh Pirates",156,62,92,1283531
1148,1947,"Sportsman's Park IV","SLA","St. Louis Browns","Baltimore Orioles",154,59,95,320474
1149,1947,"Sportsman's Park IV","SLN","St. Louis Cardinals","St. Louis Cardinals",156,89,65,1247913
1150,1947,"Griffith Stadium I","WS1","Washington Senators","Minnesota Twins",154,64,90,850758
1151,1948,"Fenway Park II","BOS","Boston Red Sox","Boston Red Sox",155,96,59,1558798
1152,1948,"Ebbets Field","BRO","Brooklyn Dodgers","Los Angeles Dodgers",155,84,70,1398967
1153,1948,"Braves Field","BSN","Boston Braves","Atlanta Braves",154,91,62,1455439
1154,1948,"Comiskey Park","CHA","Chicago White Sox","Chicago White Sox",154,51,101,777844
1155,1948,"Wrigley Field","CHN","Chicago Cubs","Chicago Cubs",155,64,90,1237792
1156,1948,"Crosley Field","CIN","Cincinnati Reds","Cincinnati Reds",153,64,89,823386
1157,1948,"Cleveland Stadium","CLE","Cleveland Indians","Cleveland Indians",156,97,58,2620627
1158,1948,"Briggs Stadium","DET","Detroit Tigers","Detroit Tigers",154,78,76,1743035
1159,1948,"Polo Grounds IV","NY1","New York Giants","San Francisco Giants",155,78,76,1459269
1160,1948,"Yankee Stadium I","NYA","New York Yankees","New York Yankees",154,94,60,2373901
1161,1948,"Shibe Park","PHA","Philadelphia Athletics","Oakland Athletics",154,84,70,945076
1162,1948,"Shibe Park","PHI","Philadelphia Phillies","Philadelphia Phillies",155,66,88,767429
1163,1948,"Forbes Field","PIT","Pittsburgh Pirates","Pittsburgh Pirates",156,83,71,1517021
1164,1948,"Sportsman's Park IV","SLA","St. Louis Browns","Baltimore Orioles",155,59,94,335564
1165,1948,"Sportsman's Park IV","SLN","St. Louis Cardinals","St. Louis Cardinals",155,85,69,1111440
1166,1948,"Griffith Stadium I","WS1","Washington Senators","Minnesota Twins",154,56,97,795254
1167,1949,"Fenway Park II","BOS","Boston Red Sox","Boston Red Sox",155,96,58,1596650
1168,1949,"Ebbets Field","BRO","Brooklyn Dodgers","Los Angeles Dodgers",156,97,57,1633747
1169,1949,"Braves Field","BSN","Boston Braves","Atlanta Braves",157,75,79,1081795
1170,1949,"Comiskey Park","CHA","Chicago White Sox","Chicago White Sox",154,63,91,937151
1171,1949,"Wrigley Field","CHN","Chicago Cubs","Chicago Cubs",154,61,93,1143139
1172,1949,"Crosley Field","CIN","Cincinnati Reds","Cincinnati Reds",156,62,92,707782
1173,1949,"Cleveland Stadium","CLE","Cleveland Indians","Cleveland Indians",154,89,65,2233771
1174,1949,"Briggs Stadium","DET","Detroit Tigers","Detroit Tigers",155,87,67,1821204
1175,1949,"Polo Grounds IV","NY1","New York Giants","San Francisco Giants",156,73,81,1218446
1176,1949,"Yankee Stadium I","NYA","New York Yankees","New York Yankees",155,97,57,2283676
1177,1949,"Shibe Park","PHA","Philadelphia Athletics","Oakland Athletics",154,81,73,816514
1178,1949,"Shibe Park","PHI","Philadelphia Phillies","Philadelphia Phillies",154,81,73,819698
1179,1949,"Forbes Field","PIT","Pittsburgh Pirates","Pittsburgh Pirates",154,71,83,1449435
1180,1949,"Sportsman's Park IV","SLA","St. Louis Browns","Baltimore Orioles",155,53,101,270936
1181,1949,"Sportsman's Park IV","SLN","St. Louis Cardinals","St. Louis Cardinals",157,96,58,1430676
1182,1949,"Griffith Stadium I","WS1","Washington Senators","Minnesota Twins",154,50,104,770745
1183,1950,"Fenway Park II","BOS","Boston Red Sox","Boston Red Sox",154,94,60,1344080
1184,1950,"Ebbets Field","BRO","Brooklyn Dodgers","Los Angeles Dodgers",155,89,65,1185896
1185,1950,"Braves Field","BSN","Boston Braves","Atlanta Braves",156,83,71,944391
1186,1950,"Comiskey Park","CHA","Chicago White Sox","Chicago White Sox",156,60,94,781330
1187,1950,"Wrigley Field","CHN","Chicago Cubs","Chicago Cubs",154,64,89,1165944
1188,1950,"Crosley Field","CIN","Cincinnati Reds","Cincinnati Reds",153,66,87,538794
1189,1950,"Cleveland Stadium","CLE","Cleveland Indians","Cleveland Indians",155,92,62,1727464
1190,1950,"Briggs Stadium","DET","Detroit Tigers","Detroit Tigers",157,95,59,1951474
1191,1950,"Polo Grounds IV","NY1","New York Giants","San Francisco Giants",154,86,68,1008878
1192,1950,"Yankee Stadium I","NYA","New York Yankees","New York Yankees",155,98,56,2081380
1193,1950,"Shibe Park","PHA","Philadelphia Athletics","Oakland Athletics",154,52,102,309805
1194,1950,"Shibe Park","PHI","Philadelphia Phillies","Philadelphia Phillies",157,91,63,1217035
1195,1950,"Forbes Field","PIT","Pittsburgh Pirates","Pittsburgh Pirates",154,57,96,1166267
1196,1950,"Sportsman's Park IV","SLA","St. Louis Browns","Baltimore Orioles",154,58,96,247131
1197,1950,"Sportsman's Park IV","SLN","St. Louis Cardinals","St. Louis Cardinals",153,78,75,1093411
1198,1950,"Griffith Stadium I","WS1","Washington Senators","Minnesota Twins",155,67,87,699697
1199,1951,"Fenway Park II","BOS","Boston Red Sox","Boston Red Sox",154,87,67,1312282
